            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,,Median age of earners (years),,,,,,,Sum ($),,,,,,,Median ($),,,,,,,Mean ($),,,,,,,,,,,,,
52030,Coorow, 604 , 593 , 567 , 581 , 557 , 570 , 543 , 50 , 51 , 52 , 51 , 53 , 52 , 53 ," 31,043,388 "," 36,541,545 "," 33,542,974 "," 34,390,965 "," 31,309,243 "," 35,620,632 "," 31,332,298 "," 40,402 "," 43,745 "," 43,402 "," 40,847 "," 41,731 "," 45,663 "," 47,126 "," 51,396 "," 61,621 "," 59,159 "," 59,193 "," 56,210 "," 62,492 "," 57,702 ",,,,,,,
52100,Corrigin, 687 , 708 , 722 , 757 , 740 , 711 , 706 , 50 , 49 , 49 , 48 , 48 , 49 , 49 ," 31,776,601 "," 37,358,830 "," 46,643,814 "," 58,356,043 "," 46,440,023 "," 40,138,997 "," 52,150,260 "," 37,369 "," 44,080 "," 50,268 "," 54,204 "," 49,887 "," 43,244 "," 57,015 "," 46,254 "," 52,767 "," 64,604 "," 77,089 "," 62,757 "," 56,454 "," 73,867 ",,,,,,,
52170,Cottesloe," 5,318 "," 5,501 "," 5,453 "," 5,588 "," 5,562 "," 5,629 "," 5,665 ", 46 , 45 , 47 , 47 , 47 , 48 , 49 ," 706,000,000 "," 710,000,000 "," 740,000,000 "," 769,000,000 "," 766,000,000 "," 1,019,629,986 "," 1,209,482,922 "," 63,747 "," 67,142 "," 70,049 "," 74,887 "," 73,724 "," 73,123 "," 74,918 "," 132,753 "," 129,115 "," 135,642 "," 137,569 "," 137,721 "," 181,139 "," 213,501 ",,,,,,,
52240,Cranbrook, 598 , 612 , 652 , 659 , 634 , 653 , 634 , 44 , 45 , 44 , 45 , 46 , 47 , 48 ," 25,872,875 "," 25,493,520 "," 30,638,533 "," 32,863,550 "," 30,175,822 "," 33,364,177 "," 36,019,320 "," 35,205 "," 32,511 "," 35,802 "," 37,470 "," 36,876 "," 39,791 "," 43,517 "," 43,266 "," 41,656 "," 46,992 "," 49,869 "," 47,596 "," 51,094 "," 56,813 ",,,,,,,
52310,Cuballing, 424 , 436 , 458 , 460 , 436 , 486 , 479 , 48 , 48 , 48 , 49 , 48 , 49 , 50 ," 19,209,191 "," 21,642,555 "," 28,089,713 "," 32,172,520 "," 25,671,264 "," 27,673,610 "," 28,524,295 "," 36,845 "," 38,505 "," 43,285 "," 51,727 "," 47,486 "," 42,451 "," 44,386 "," 45,305 "," 49,639 "," 61,331 "," 69,940 "," 58,879 "," 56,942 "," 59,550 ",,,,,,,
52380,Cue, 129 , 131 , 131 , 119 , 125 , 110 , 96 , 52 , 53 , 54 , 54 , 48 , 52 , 54 ," 6,723,749 "," 5,752,411 "," 4,922,455 "," 4,782,576 "," 4,880,348 "," 4,896,852 "," 4,023,011 "," 36,938 "," 37,862 "," 29,291 "," 33,262 "," 29,130 "," 39,320 "," 31,601 "," 52,122 "," 43,912 "," 37,576 "," 40,190 "," 39,043 "," 44,517 "," 41,906 ",,,,,,,
52450,Cunderdin, 740 , 754 , 763 , 778 , 760 , 763 , 761 , 45 , 44 , 45 , 45 , 44 , 42 , 44 ," 34,960,305 "," 40,034,655 "," 46,548,249 "," 54,216,708 "," 45,348,762 "," 46,417,385 "," 49,261,238 "," 41,335 "," 45,472 "," 51,989 "," 53,510 "," 51,236 "," 51,992 "," 53,461 "," 47,244 "," 53,096 "," 61,007 "," 69,687 "," 59,669 "," 60,835 "," 64,732 ",,,,,,,
52520,Dalwallinu, 956 , 935 , 959 , 985 , 963 , 995 , 984 , 45 , 44 , 44 , 44 , 43 , 43 , 44 ," 47,916,523 "," 69,964,881 "," 63,646,697 "," 57,932,289 "," 66,737,356 "," 83,072,113 "," 61,467,103 "," 40,053 "," 50,913 "," 49,667 "," 48,989 "," 53,409 "," 58,829 "," 52,549 "," 50,122 "," 74,829 "," 66,368 "," 58,815 "," 69,302 "," 83,490 "," 62,467 ",,,,,,,
52590,Dandaragan," 1,684 "," 1,764 "," 1,855 "," 1,895 "," 1,889 "," 2,004 "," 2,052 ", 48 , 48 , 48 , 49 , 49 , 49 , 49 ," 86,364,778 "," 93,262,702 "," 113,000,000 "," 119,000,000 "," 113,000,000 "," 120,296,947 "," 120,709,617 "," 37,373 "," 40,451 "," 42,821 "," 43,545 "," 41,500 "," 41,543 "," 42,129 "," 51,285 "," 52,870 "," 60,841 "," 62,942 "," 60,031 "," 60,028 "," 58,825 ",,,,,,,
52660,Dardanup," 7,491 "," 7,566 "," 7,680 "," 7,991 "," 8,106 "," 8,211 "," 8,402 ", 41 , 42 , 42 , 42 , 42 , 42 , 43 ," 440,000,000 "," 472,000,000 "," 480,000,000 "," 508,000,000 "," 513,000,000 "," 500,595,171 "," 521,310,847 "," 48,088 "," 50,430 "," 50,608 "," 51,547 "," 51,653 "," 50,060 "," 50,706 "," 58,722 "," 62,336 "," 62,480 "," 63,532 "," 63,248 "," 60,966 "," 62,046 ",,,,,,,
52730,Denmark," 3,092 "," 3,186 "," 3,304 "," 3,379 "," 3,388 "," 3,478 "," 3,538 ", 50 , 50 , 51 , 51 , 51 , 52 , 52 ," 130,000,000 "," 142,000,000 "," 152,000,000 "," 160,000,000 "," 158,000,000 "," 156,254,655 "," 163,038,627 "," 30,118 "," 31,503 "," 32,673 "," 33,988 "," 34,144 "," 33,414 "," 32,864 "," 41,920 "," 44,434 "," 46,108 "," 47,440 "," 46,646 "," 44,927 "," 46,082 ",,,,,,,
52800,Derby-West Kimberley," 2,336 "," 2,505 "," 2,579 "," 2,623 "," 2,633 "," 2,750 "," 2,893 ", 38 , 39 , 39 , 39 , 39 , 40 , 39 ," 124,000,000 "," 142,000,000 "," 148,000,000 "," 144,000,000 "," 150,000,000 "," 153,379,849 "," 163,378,687 "," 45,449 "," 48,830 "," 48,605 "," 47,037 "," 47,286 "," 46,847 "," 48,257 "," 53,240 "," 56,501 "," 57,530 "," 54,911 "," 57,012 "," 55,774 "," 56,474 ",,,,,,,
52870,Donnybrook-Balingup," 3,214 "," 3,311 "," 3,369 "," 3,469 "," 3,406 "," 3,506 "," 3,516 ", 47 , 47 , 48 , 48 , 49 , 49 , 49 ," 158,000,000 "," 170,000,000 "," 178,000,000 "," 187,000,000 "," 179,000,000 "," 180,649,855 "," 178,496,059 "," 37,017 "," 37,996 "," 38,613 "," 39,171 "," 39,025 "," 37,306 "," 38,563 "," 49,315 "," 51,430 "," 52,932 "," 53,771 "," 52,601 "," 51,526 "," 50,767 ",,,,,,,
52940,Dowerin, 399 , 399 , 406 , 428 , 417 , 441 , 423 , 47 , 47 , 46 , 47 , 47 , 46 , 47 ," 17,096,827 "," 20,997,985 "," 24,576,604 "," 29,375,489 "," 25,117,101 "," 27,923,949 "," 27,913,384 "," 37,356 "," 41,237 "," 45,118 "," 48,707 "," 40,697 "," 40,548 "," 45,668 "," 42,849 "," 52,627 "," 60,534 "," 68,634 "," 60,233 "," 63,320 "," 65,989 ",,,,,,,
53010,Dumbleyung, 400 , 395 , 423 , 435 , 422 , 455 , 434 , 43 , 45 , 43 , 44 , 44 , 45 , 44 ," 14,826,859 "," 21,404,726 "," 30,764,587 "," 35,357,512 "," 25,040,148 "," 25,167,769 "," 31,273,243 "," 30,965 "," 43,510 "," 58,734 "," 59,094 "," 47,702 "," 45,294 "," 59,652 "," 37,067 "," 54,189 "," 72,730 "," 81,282 "," 59,337 "," 55,314 "," 72,058 ",,,,,,,
53080,Dundas, 380 , 348 , 359 , 364 , 356 , 340 , 328 , 45 , 49 , 47 , 48 , 49 , 49 , 50 ," 22,568,952 "," 19,691,456 "," 19,293,697 "," 19,613,783 "," 19,319,794 "," 18,553,099 "," 17,808,537 "," 48,702 "," 48,874 "," 45,814 "," 43,612 "," 47,780 "," 48,584 "," 48,890 "," 59,392 "," 56,585 "," 53,743 "," 53,884 "," 54,269 "," 54,568 "," 54,294 ",,,,,,,
53150,East Fremantle," 4,515 "," 4,674 "," 4,688 "," 4,925 "," 4,970 "," 4,986 "," 4,992 ", 45 , 45 , 46 , 46 , 47 , 47 , 48 ," 377,000,000 "," 422,000,000 "," 433,000,000 "," 459,000,000 "," 472,000,000 "," 451,475,501 "," 475,199,774 "," 57,009 "," 60,857 "," 63,644 "," 62,515 "," 62,205 "," 59,570 "," 62,240 "," 83,410 "," 90,275 "," 92,433 "," 93,156 "," 95,015 "," 90,549 "," 95,192 ",,,,,,,
53220,East Pilbara," 3,137 "," 3,248 "," 3,028 "," 2,857 "," 2,812 "," 2,771 "," 2,769 ", 37 , 37 , 37 , 37 , 37 , 37 , 37 ," 272,000,000 "," 297,000,000 "," 278,000,000 "," 262,000,000 "," 252,000,000 "," 234,861,448 "," 239,177,627 "," 76,754 "," 81,607 "," 81,783 "," 79,169 "," 76,575 "," 76,076 "," 78,327 "," 86,822 "," 91,389 "," 91,751 "," 91,639 "," 89,475 "," 84,757 "," 86,377 ",,,,,,,
53290,Esperance," 8,062 "," 8,232 "," 8,299 "," 8,502 "," 8,381 "," 8,435 "," 8,302 ", 44 , 44 , 45 , 45 , 45 , 45 , 45 ," 408,000,000 "," 464,000,000 "," 517,000,000 "," 515,000,000 "," 526,000,000 "," 537,792,864 "," 550,299,066 "," 40,203 "," 42,575 "," 45,524 "," 45,597 "," 46,546 "," 46,776 "," 49,190 "," 50,559 "," 56,337 "," 62,307 "," 60,589 "," 62,812 "," 63,757 "," 66,285 ",,,,,,,
53360,Exmouth," 1,475 "," 1,496 "," 1,589 "," 1,655 "," 1,667 "," 1,749 "," 1,759 ", 40 , 39 , 39 , 40 , 40 , 41 , 41 ," 87,774,172 "," 95,455,949 "," 104,000,000 "," 108,000,000 "," 109,000,000 "," 112,488,406 "," 115,439,222 "," 49,197 "," 50,323 "," 51,900 "," 50,090 "," 50,600 "," 49,494 "," 50,117 "," 59,508 "," 63,807 "," 65,734 "," 65,442 "," 65,407 "," 64,316 "," 65,628 ",,,,,,,
53430,Fremantle," 17,358 "," 18,282 "," 18,766 "," 19,153 "," 18,929 "," 19,267 "," 19,508 ", 42 , 42 , 42 , 42 , 43 , 43 , 44 ," 1,200,000,000 "," 1,390,000,000 "," 1,450,000,000 "," 1,480,000,000 "," 1,460,000,000 "," 1,452,751,895 "," 1,515,684,234 "," 48,949 "," 52,271 "," 54,877 "," 54,513 "," 54,876 "," 53,562 "," 55,294 "," 69,312 "," 75,767 "," 77,386 "," 77,420 "," 77,181 "," 75,401 "," 77,696 ",,,,,,,
53570,Gingin," 2,746 "," 2,871 "," 2,941 "," 3,066 "," 3,002 "," 3,060 "," 3,089 ", 46 , 47 , 47 , 47 , 47 , 48 , 48 ," 134,000,000 "," 150,000,000 "," 160,000,000 "," 166,000,000 "," 159,000,000 "," 163,507,656 "," 161,935,606 "," 36,006 "," 38,663 "," 37,787 "," 38,490 "," 38,359 "," 37,579 "," 37,572 "," 48,726 "," 52,384 "," 54,258 "," 54,139 "," 53,027 "," 53,434 "," 52,423 ",,,,,,,
53640,Gnowangerup, 801 , 842 , 850 , 871 , 779 , 836 , 778 , 44 , 44 , 43 , 43 , 42 , 44 , 44 ," 40,754,245 "," 44,686,510 "," 60,211,110 "," 64,597,732 "," 48,723,012 "," 58,358,902 "," 62,309,347 "," 39,675 "," 41,270 "," 52,466 "," 52,925 "," 50,934 "," 53,829 "," 60,777 "," 50,879 "," 53,072 "," 70,837 "," 74,165 "," 62,546 "," 69,807 "," 80,089 ",,,,,,,
53710,Goomalling, 529 , 548 , 557 , 560 , 533 , 542 , 549 , 45 , 46 , 47 , 47 , 47 , 47 , 48 ," 24,617,872 "," 31,758,061 "," 35,421,274 "," 37,321,687 "," 29,048,386 "," 33,147,838 "," 34,114,970 "," 37,188 "," 40,557 "," 43,681 "," 49,246 "," 42,167 "," 46,390 "," 45,930 "," 46,537 "," 57,953 "," 63,593 "," 66,646 "," 54,500 "," 61,158 "," 62,140 ",,,,,,,
53780,Gosnells," 62,420 "," 64,719 "," 65,543 "," 66,822 "," 65,864 "," 65,975 "," 66,652 ", 39 , 39 , 39 , 39 , 39 , 40 , 40 ," 3,390,000,000 "," 3,730,000,000 "," 3,800,000,000 "," 3,910,000,000 "," 3,800,000,000 "," 3,698,462,666 "," 3,789,231,689 "," 46,680 "," 49,269 "," 49,531 "," 49,940 "," 49,299 "," 48,076 "," 49,343 "," 54,343 "," 57,622 "," 58,001 "," 58,514 "," 57,664 "," 56,059 "," 56,851 ",,,,,,,
53800,Greater Geraldton," 21,672 "," 22,190 "," 22,530 "," 22,536 "," 22,106 "," 21,987 "," 21,948 ", 42 , 42 , 43 , 43 , 44 , 44 , 45 ," 1,270,000,000 "," 1,400,000,000 "," 1,440,000,000 "," 1,430,000,000 "," 1,410,000,000 "," 1,374,109,546 "," 1,392,961,322 "," 47,442 "," 50,557 "," 50,512 "," 50,974 "," 51,081 "," 50,406 "," 51,331 "," 58,744 "," 62,972 "," 63,908 "," 63,596 "," 63,718 "," 62,496 "," 63,466 ",,,,,,,
53920,Halls Creek, 807 , 803 , 785 , 853 , 856 , 876 , 870 , 36 , 38 , 36 , 37 , 37 , 37 , 37 ," 36,198,152 "," 39,120,237 "," 40,340,659 "," 44,891,859 "," 48,021,417 "," 46,009,736 "," 45,955,827 "," 36,096 "," 40,724 "," 42,633 "," 42,448 "," 41,091 "," 38,267 "," 41,528 "," 44,855 "," 48,718 "," 51,389 "," 52,628 "," 56,100 "," 52,523 "," 52,823 ",,,,,,,
53990,Harvey," 14,000 "," 14,386 "," 14,800 "," 15,372 "," 15,174 "," 15,617 "," 16,020 ", 42 , 43 , 43 , 43 , 43 , 44 , 44 ," 856,000,000 "," 923,000,000 "," 975,000,000 "," 1,030,000,000 "," 1,000,000,000 "," 1,005,181,058 "," 1,019,564,533 "," 47,297 "," 49,667 "," 50,724 "," 51,596 "," 50,995 "," 50,021 "," 50,847 "," 61,112 "," 64,186 "," 65,868 "," 67,301 "," 65,896 "," 64,365 "," 63,643 ",,,,,,,
54060,Irwin," 2,022 "," 1,988 "," 1,995 "," 2,071 "," 1,964 "," 1,981 "," 2,015 ", 47 , 48 , 49 , 50 , 50 , 51 , 51 ," 118,000,000 "," 128,000,000 "," 137,000,000 "," 134,000,000 "," 123,000,000 "," 123,796,016 "," 124,996,936 "," 43,470 "," 46,181 "," 47,987 "," 46,785 "," 45,686 "," 43,659 "," 44,919 "," 58,280 "," 64,436 "," 68,577 "," 64,530 "," 62,534 "," 62,492 "," 62,033 ",,,,,,,
54130,Jerramungup, 682 , 692 , 707 , 717 , 684 , 728 , 718 , 44 , 45 , 45 , 45 , 45 , 44 , 45 ," 33,731,172 "," 30,574,794 "," 48,311,092 "," 50,499,764 "," 41,124,524 "," 46,903,949 "," 53,334,627 "," 35,797 "," 34,660 "," 46,033 "," 49,488 "," 44,324 "," 48,058 "," 51,546 "," 49,459 "," 44,183 "," 68,333 "," 70,432 "," 60,124 "," 64,429 "," 74,282 ",,,,,,,
54170,Joondalup," 100,349 "," 101,313 "," 102,241 "," 103,369 "," 102,149 "," 100,606 "," 100,991 ", 44 , 44 , 44 , 44 , 45 , 45 , 45 ," 6,450,000,000 "," 6,980,000,000 "," 7,180,000,000 "," 7,370,000,000 "," 7,200,000,000 "," 6,883,696,815 "," 7,005,352,274 "," 49,077 "," 52,634 "," 53,800 "," 54,565 "," 54,080 "," 52,796 "," 53,753 "," 64,260 "," 68,850 "," 70,195 "," 71,270 "," 70,483 "," 68,422 "," 69,366 ",,,,,,,
54200,Kalamunda," 33,782 "," 34,839 "," 35,208 "," 35,501 "," 34,860 "," 34,700 "," 35,026 ", 43 , 43 , 43 , 44 , 44 , 44 , 44 ," 2,090,000,000 "," 2,280,000,000 "," 2,330,000,000 "," 2,370,000,000 "," 2,300,000,000 "," 2,205,744,923 "," 2,270,087,047 "," 50,056 "," 52,633 "," 53,556 "," 54,124 "," 54,026 "," 52,142 "," 52,976 "," 61,816 "," 65,570 "," 66,178 "," 66,795 "," 65,873 "," 63,566 "," 64,811 ",,,,,,,
54280,Kalgoorlie/Boulder," 18,765 "," 18,755 "," 18,053 "," 18,229 "," 17,865 "," 17,869 "," 18,130 ", 37 , 37 , 38 , 38 , 39 , 39 , 39 ," 1,320,000,000 "," 1,400,000,000 "," 1,350,000,000 "," 1,380,000,000 "," 1,380,000,000 "," 1,370,238,528 "," 1,410,423,903 "," 59,946 "," 64,580 "," 64,719 "," 66,098 "," 66,773 "," 66,410 "," 67,751 "," 70,271 "," 74,510 "," 74,751 "," 75,903 "," 77,036 "," 76,682 "," 77,795 ",,,,,,,
54310,Karratha," 11,878 "," 12,474 "," 12,693 "," 12,495 "," 11,759 "," 11,958 "," 12,164 ", 36 , 36 , 36 , 37 , 37 , 37 , 37 ," 1,070,000,000 "," 1,190,000,000 "," 1,210,000,000 "," 1,210,000,000 "," 1,120,000,000 "," 1,089,104,614 "," 1,114,084,928 "," 77,079 "," 80,249 "," 83,412 "," 84,467 "," 81,933 "," 78,517 "," 78,594 "," 90,304 "," 95,475 "," 95,228 "," 97,223 "," 95,083 "," 91,077 "," 91,589 ",,,,,,,
54340,Katanning," 2,240 "," 2,308 "," 2,302 "," 2,304 "," 2,267 "," 2,297 "," 2,285 ", 44 , 43 , 44 , 44 , 44 , 44 , 44 ," 99,356,071 "," 111,000,000 "," 121,000,000 "," 124,000,000 "," 112,000,000 "," 116,621,492 "," 124,856,373 "," 37,835 "," 41,185 "," 43,286 "," 43,521 "," 43,458 "," 44,811 "," 45,903 "," 44,355 "," 48,273 "," 52,674 "," 53,980 "," 49,440 "," 50,771 "," 54,642 ",,,,,,,
54410,Kellerberrin, 586 , 611 , 607 , 638 , 588 , 628 , 640 , 48 , 48 , 48 , 48 , 48 , 49 , 49 ," 25,851,673 "," 28,863,646 "," 38,259,868 "," 42,128,395 "," 31,123,643 "," 37,972,138 "," 41,278,885 "," 35,616 "," 37,438 "," 46,771 "," 44,728 "," 42,670 "," 46,386 "," 47,706 "," 44,115 "," 47,240 "," 63,031 "," 66,032 "," 52,931 "," 60,465 "," 64,498 ",,,,,,,
54480,Kent, 324 , 322 , 333 , 306 , 319 , 323 , 305 , 42 , 43 , 43 , 44 , 43 , 44 , 43 ," 17,218,114 "," 22,555,946 "," 29,598,275 "," 30,162,363 "," 22,598,577 "," 22,568,898 "," 24,690,806 "," 45,303 "," 51,262 "," 59,338 "," 71,892 "," 53,757 "," 52,515 "," 64,545 "," 53,142 "," 70,050 "," 88,884 "," 98,570 "," 70,842 "," 69,873 "," 80,953 ",,,,,,,
54550,Kojonup," 1,422 "," 1,474 "," 1,447 "," 1,442 "," 1,341 "," 1,379 "," 1,396 ", 46 , 46 , 47 , 47 , 47 , 48 , 47 ," 62,941,701 "," 64,995,239 "," 70,906,956 "," 80,742,530 "," 69,825,127 "," 77,497,041 "," 80,594,542 "," 35,122 "," 35,934 "," 37,782 "," 42,407 "," 41,299 "," 44,851 "," 47,399 "," 44,263 "," 44,094 "," 49,003 "," 55,993 "," 52,069 "," 56,198 "," 57,732 ",,,,,,,
54620,Kondinin, 613 , 565 , 606 , 627 , 604 , 628 , 605 , 44 , 46 , 46 , 46 , 46 , 46 , 47 ," 21,813,626 "," 25,916,422 "," 44,718,759 "," 55,549,927 "," 36,249,233 "," 35,127,665 "," 43,383,585 "," 30,706 "," 35,490 "," 52,236 "," 59,982 "," 48,332 "," 45,400 "," 51,370 "," 35,585 "," 45,870 "," 73,793 "," 88,596 "," 60,015 "," 55,936 "," 71,708 ",,,,,,,
54690,Koorda, 243 , 239 , 244 , 245 , 240 , 248 , 243 , 49 , 52 , 51 , 49 , 50 , 50 , 50 ," 7,803,605 "," 12,343,494 "," 12,929,428 "," 15,950,164 "," 14,274,187 "," 19,103,594 "," 11,163,983 "," 22,680 "," 43,020 "," 44,443 "," 53,088 "," 50,991 "," 54,142 "," 39,379 "," 32,114 "," 51,646 "," 52,989 "," 65,103 "," 59,476 "," 77,031 "," 45,942 ",,,,,,,
54760,Kulin, 487 , 484 , 477 , 500 , 461 , 503 , 510 , 47 , 47 , 47 , 47 , 47 , 47 , 46 ," 19,556,894 "," 24,560,719 "," 36,228,834 "," 42,980,036 "," 31,387,773 "," 29,404,275 "," 35,057,881 "," 34,003 "," 43,250 "," 54,546 "," 59,068 "," 50,600 "," 49,872 "," 57,937 "," 40,158 "," 50,745 "," 75,951 "," 85,960 "," 68,086 "," 58,458 "," 68,741 ",,,,,,,
54830,Kwinana," 15,924 "," 16,737 "," 17,677 "," 19,258 "," 20,390 "," 21,461 "," 22,119 ", 37 , 37 , 37 , 37 , 37 , 37 , 37 ," 902,000,000 "," 1,020,000,000 "," 1,090,000,000 "," 1,210,000,000 "," 1,260,000,000 "," 1,290,260,553 "," 1,350,751,884 "," 49,140 "," 52,309 "," 53,147 "," 53,945 "," 54,093 "," 53,144 "," 54,415 "," 56,653 "," 60,705 "," 61,652 "," 62,836 "," 61,940 "," 60,121 "," 61,067 ",,,,,,,
54900,Lake Grace, 975 , 971 ," 1,001 "," 1,008 ", 899 , 985 , 957 , 44 , 44 , 45 , 44 , 44 , 44 , 45 ," 43,393,402 "," 56,898,989 "," 80,241,740 "," 95,773,674 "," 68,492,337 "," 69,595,678 "," 78,323,821 "," 37,519 "," 43,134 "," 54,102 "," 63,835 "," 52,305 "," 50,222 "," 58,754 "," 44,506 "," 58,598 "," 80,162 "," 95,014 "," 76,187 "," 70,656 "," 81,843 ",,,,,,,
54970,Laverton, 232 , 256 , 253 , 261 , 235 , 227 , 251 , 43 , 42 , 44 , 44 , 43 , 45 , 43 ," 12,544,336 "," 14,527,028 "," 13,284,276 "," 13,774,333 "," 12,807,432 "," 11,954,491 "," 14,441,093 "," 48,166 "," 47,610 "," 47,912 "," 44,031 "," 49,514 "," 47,844 "," 51,317 "," 54,070 "," 56,746 "," 52,507 "," 52,775 "," 54,500 "," 52,663 "," 57,534 ",,,,,,,
55040,Leonora, 704 , 673 , 519 , 486 , 488 , 546 , 539 , 40 , 39 , 41 , 43 , 42 , 41 , 40 ," 48,168,262 "," 47,450,349 "," 35,624,714 "," 33,004,153 "," 33,692,533 "," 40,031,661 "," 40,210,899 "," 61,852 "," 62,520 "," 59,097 "," 61,958 "," 65,914 "," 67,535 "," 70,868 "," 68,421 "," 70,506 "," 68,641 "," 67,910 "," 69,042 "," 73,318 "," 74,603 ",,,,,,,
55110,Mandurah," 39,116 "," 40,757 "," 41,828 "," 43,372 "," 43,629 "," 44,052 "," 45,191 ", 44 , 44 , 45 , 45 , 45 , 46 , 46 ," 2,300,000,000 "," 2,610,000,000 "," 2,760,000,000 "," 2,880,000,000 "," 2,830,000,000 "," 2,757,464,811 "," 2,847,712,459 "," 42,973 "," 46,482 "," 47,923 "," 48,163 "," 47,417 "," 46,411 "," 47,165 "," 58,927 "," 64,125 "," 65,955 "," 66,499 "," 64,773 "," 62,596 "," 63,015 ",,,,,,,
55180,Manjimup," 5,275 "," 5,298 "," 5,349 "," 5,424 "," 5,350 "," 5,459 "," 5,486 ", 47 , 47 , 47 , 47 , 47 , 48 , 48 ," 230,000,000 "," 256,000,000 "," 253,000,000 "," 278,000,000 "," 273,000,000 "," 274,845,160 "," 268,195,589 "," 35,862 "," 37,196 "," 37,640 "," 39,424 "," 40,315 "," 39,250 "," 39,104 "," 43,640 "," 48,405 "," 47,276 "," 51,236 "," 50,943 "," 50,347 "," 48,887 ",,,,,,,
55250,Meekatharra, 379 , 362 , 380 , 395 , 392 , 376 , 370 , 43 , 42 , 43 , 43 , 43 , 44 , 44 ," 19,070,069 "," 18,791,139 "," 19,639,303 "," 21,965,027 "," 22,777,543 "," 24,496,786 "," 23,096,758 "," 44,344 "," 42,927 "," 40,315 "," 48,450 "," 47,165 "," 50,201 "," 52,948 "," 50,317 "," 51,909 "," 51,682 "," 55,608 "," 58,106 "," 65,151 "," 62,424 ",,,,,,,
55320,Melville," 63,154 "," 64,363 "," 64,608 "," 65,917 "," 64,382 "," 64,048 "," 64,433 ", 45 , 45 , 45 , 45 , 46 , 46 , 46 ," 4,570,000,000 "," 5,050,000,000 "," 5,180,000,000 "," 5,280,000,000 "," 5,090,000,000 "," 4,969,679,154 "," 5,057,923,879 "," 49,505 "," 52,559 "," 53,503 "," 54,236 "," 53,719 "," 52,607 "," 53,416 "," 72,297 "," 78,516 "," 80,240 "," 80,174 "," 79,065 "," 77,593 "," 78,499 ",,,,,,,
55390,Menzies, 54 , 54 , 52 , 59 , 61 , 62 , 67 , 51 , 52 , 51 , 51 , 52 , 52 , 54 ," 2,812,759 "," 2,843,706 "," 2,274,565 "," 2,462,583 "," 2,481,800 "," 2,788,572 "," 2,967,883 "," 39,108 "," 38,804 "," 34,463 "," 38,020 "," 34,786 "," 42,360 "," 43,735 "," 52,088 "," 52,661 "," 43,742 "," 41,739 "," 40,685 "," 44,977 "," 44,297 ",,,,,,,
55460,Merredin," 1,788 "," 1,799 "," 1,812 "," 1,866 "," 1,858 "," 1,788 "," 1,782 ", 44 , 44 , 45 , 45 , 45 , 45 , 45 ," 96,776,177 "," 91,431,920 "," 109,000,000 "," 123,000,000 "," 110,000,000 "," 111,877,988 "," 115,266,904 "," 45,924 "," 45,833 "," 50,395 "," 51,266 "," 50,848 "," 51,887 "," 52,250 "," 54,125 "," 50,824 "," 60,251 "," 66,037 "," 59,247 "," 62,572 "," 64,684 ",,,,,,,
55530,Mingenew, 269 , 270 , 280 , 282 , 270 , 302 , 292 , 46 , 46 , 44 , 44 , 42 , 43 , 44 ," 17,028,642 "," 19,414,557 "," 21,833,134 "," 18,841,874 "," 13,716,651 "," 24,599,148 "," 20,148,368 "," 51,008 "," 54,201 "," 52,984 "," 48,610 "," 39,689 "," 56,573 "," 57,804 "," 63,304 "," 71,906 "," 77,975 "," 66,815 "," 50,802 "," 81,454 "," 69,001 ",,,,,,,
55600,Moora," 1,487 "," 1,498 "," 1,453 "," 1,479 "," 1,391 "," 1,440 "," 1,422 ", 44 , 45 , 45 , 45 , 46 , 47 , 47 ," 73,970,084 "," 87,433,770 "," 89,405,801 "," 93,888,062 "," 81,490,172 "," 93,597,020 "," 88,471,543 "," 42,638 "," 46,585 "," 49,250 "," 51,519 "," 49,932 "," 53,263 "," 52,223 "," 49,745 "," 58,367 "," 61,532 "," 63,481 "," 58,584 "," 64,998 "," 62,216 ",,,,,,,
55670,Morawa, 438 , 436 , 423 , 393 , 348 , 344 , 340 , 46 , 45 , 44 , 44 , 45 , 46 , 46 ," 27,828,315 "," 33,321,070 "," 24,318,438 "," 23,637,945 "," 19,096,569 "," 23,876,740 "," 18,827,738 "," 48,185 "," 53,654 "," 48,674 "," 51,243 "," 43,076 "," 56,101 "," 47,044 "," 63,535 "," 76,424 "," 57,490 "," 60,147 "," 54,875 "," 69,409 "," 55,376 ",,,,,,,
55740,Mosman Park," 5,455 "," 5,535 "," 5,705 "," 5,790 "," 5,583 "," 5,696 "," 5,674 ", 43 , 44 , 44 , 45 , 45 , 46 , 46 ," 612,000,000 "," 627,000,000 "," 700,000,000 "," 700,000,000 "," 707,000,000 "," 732,127,294 "," 767,615,390 "," 53,640 "," 58,397 "," 60,400 "," 61,907 "," 61,858 "," 60,766 "," 61,500 "," 112,197 "," 113,343 "," 122,777 "," 120,871 "," 126,597 "," 128,534 "," 135,286 ",,,,,,,
